id,title,so_ky_hieu,ngay_ban_hanh,loai_van_ban,ngay_co_hieu_luc,ngay_het_hieu_luc,nguon_thu_thap,ngay_dang_cong_bao,nganh,linh_vuc,co_quan_ban_hanh,chuc_danh,nguoi_ky,pham_vi,thong_tin_ap_dung,tinh_trang_hieu_luc,agent_category,status_checked_at,status_filter
40438,"Công văn số 4652/BHXH-CSYT Thanh toán chi phí VTYTTH, VTYTTT theo chế độ KCB BHYT",4652/BHXH-CSYT,31/12/2008,Công văn,31/12/2008,,,,Bảo Hiểm,Chưa phân loại,Bảo hiểm Xã hội Việt Nam,,,,,Còn hiệu lực,bhyt,2026-08-18,Còn hiệu lực
153631,Nghị định số 98/2021/NĐ-CP Về quản lý trang thiết bị y tế,98/2021/NĐ-CP,08/11/2021,Nghị định,01/01/2022,,,,Y tế,Trang thiết bị y tế,Chính phủ,,,,,Hết hiệu lực một phần,,2026-08-18,Hết hiệu lực một phần
137205,"Thông tư số 43/2018/TT-BYT Hướng dẫn phòng ngừa sự cố y khoa trong các cơ sở khám bệnh, chữa bệnh",43/2018/TT-BYT,26/12/2018,Thông tư,01/03/2019,,,,Y tế,"Quản lý Khám, chữa bệnh",Bộ Y tế,,,,,Hết hiệu lực một phần,,2026-08-18,Hết hiệu lực một phần
10842,Quyết định số 1008/BYT-QĐ Ban hành danh mục mã số và mẫu thẻ bảo hiểm y tế,1008/BYT-QĐ,29/09/1992,Quyết định,29/09/1992,,Kỷ yếu 1992 của Bộ Y tế;,,,Chưa phân loại,Bộ Y tế,Bộ trưởng,Phạm Song,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
111705,"Chỉ thị số 05/2011/CT-UBND Công tác bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế năm 2011 và những năm tiếp theo.",05/2011/CT-UBND,09/05/2011,Chỉ thị,19/05/2011,,,,Bảo Hiểm,Chưa phân loại,UBND Tỉnh An Giang,,,,,Còn hiệu lực,bhyt,2026-08-18,Còn hiệu lực
173782,"Nghị quyết số 45/2024/NQ-HĐND Quy định giá cụ thể dịch vụ khám bệnh, chữa bệnh tại các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc thành phố Hà Nội quản lý",45/2024/NQ-HĐND,10/12/2024,Nghị quyết,20/12/2024,,,,Y tế,Chưa phân loại,HĐND Thành phố Hà Nội,,,,,Hết hiệu lực một phần,,2026-08-18,Hết hiệu lực một phần
173811,"Nghị quyết số 120/2024/NQ-HĐND Quy định giá cụ thể dịch vụ khám bệnh, chữa bệnh tại cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Cao Bằng",120/2024/NQ-HĐND,11/12/2024,Nghị quyết,11/12/2024,,,,Y tế,Chưa phân loại,HĐND Tỉnh Cao Bằng,,,,,Hết hiệu lực một phần,,2026-08-18,Hết hiệu lực một phần
147192,Thông tư số 18/2020/TT-BYT Quy định về hoạt động dinh dưỡng trong bệnh viện,18/2020/TT-BYT,12/11/2020,Thông tư,01/01/2021,,,,Y tế,"Quản lý Khám, chữa bệnh",Bộ Y tế,,,,,Hết hiệu lực một phần,,2026-08-18,Hết hiệu lực một phần
167907,"Thông tư 32/2023/TT-BYT hướng dẫn Luật Khám bệnh, chữa bệnh do Bộ trưởng Bộ Y tế ban hành",32/2023/TT-BYT,31/12/2023,Thông tư,01/01/2024,,,,Y tế,"Quản lý Khám, chữa bệnh",Bộ Y tế,,,,,Hết hiệu lực một phần,,2026-08-18,Hết hiệu lực một phần
60160,"Nghị quyết số 22/2012/NQ-HĐND Về việc thông qua Quy hoạch phát triển hệ thống y tế và mạng lưới khám, chữa bệnh tỉnh Quảng Ngãi đến năm 2020",22/2012/NQ-HĐND,05/10/2012,Nghị quyết,15/10/2012,,,,Y tế,Khám chữa bệnh,HĐND Tỉnh Quảng Ngãi,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
171715,Thông tư 13/2024/TT-BYT về Danh mục dược liệu độc làm thuốc do Bộ trưởng Bộ Y tế ban hành,13/2024/TT-BYT,26/08/2024,Thông tư,10/10/2024,,,,Y tế,Quản lý dược,Bộ Y tế,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
179149,Nghị định số 159/2025/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm xã hội về bảo hiểm xã hội tự nguyện,159/2025/NĐ-CP,25/06/2025,Nghị định,01/07/2025,,,,Nội vụ,Bảo hiểm xã hội,Chính phủ,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
105756,"Chỉ thị số 09/CT-UB Về việc thực hiện khám, chữa bệnh cho người nghèo",09/CT-UB,03/03/2003,Chỉ thị,13/03/2003,,,,,Chưa phân loại,CT UBND Tỉnh Thanh Hóa,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
125724,Nghị quyết số 17/2013/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho người thuộc hộ gia đình cận nghèo trên địa bàn tỉnh Thái Nguyên,17/2013/NQ-HĐND,06/08/2013,Nghị quyết,16/08/2013,,,,Tài chính,Chưa phân loại,HĐND Tỉnh Thái Nguyên,,,,,Còn hiệu lực,bhyt,,
179702,"hướng dẫn và biện pháp để tổ chức, thi hành Luật Dược",163/2025/NĐ-CP,29/06/2025,Nghị định,01/07/2025,,,,Y tế,,Chính phủ,,,,,Còn hiệu lực,,,
120648,"Chỉ thị số 04/2016/CT-UBND Về tăng cường công tác bảo đảm an ninh, an toàn tại các cơ sở khám, chữa bệnh trên địa bàn tỉnh Ninh Bình",04/2016/CT-UBND,27/05/2016,Chỉ thị,,,,,Lao động - Thương binh và Xã hội,Chưa phân loại,UBND Tỉnh Ninh Bình,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
4581,Quyết định số 746/QĐ-UB/TC Về việc Thành lập Bảo hiểm Y tế Lâm Đồng,746/QĐ-UB/TC,03/11/1992,Quyết định,03/11/1992,,STP tỉnh Lâm Đồng;,,,Chưa phân loại,UBND Tỉnh Lâm Đồng,Phó Chủ tịch,Nguyễn Xuân Ái,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
45471,"Chỉ thị số 629/UBND-ĐN Hướng dẫn trình tự, thủ tục tổ chức khám chữa bệnh nhân đạo",629/UBND-ĐN,02/02/2008,Chỉ thị,02/02/2008,,,,Y tế,Khám chữa bệnh,UBND tỉnh Thừa Thiên Huế,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
5239,Quyết định số 1190/1998/QĐ-UB/VX Về việc điều chỉnh mức đóng tiền BHYT tự nguyện,1190/1998/QĐ-UB/VX,06/07/1998,Quyết định,06/07/1998,,,,Bảo Hiểm,Chưa phân loại,UBND Tỉnh Nghệ An,,,,,Còn hiệu lực,bhyt,2026-08-18,Còn hiệu lực
79862,Chỉ thị số 15-CT/TW Về tăng cường lãnh đạo thực hiện các chế độ Bảo hiểm xã hội,15-CT/TW,26/05/1997,Chỉ thị,26/05/1997,,,,Bảo Hiểm,Chưa phân loại,Ban Chấp hành Trung ương,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
40360,Công văn số 1615/BHXH-CSXH Hướng dẫn thực hiện thu - chi bảo hiểm thất nghiệp,1615/BHXH-CSXH,02/06/2009,Công văn,02/06/2009,,,,Bảo Hiểm,Chưa phân loại,Bảo hiểm Xã hội Việt Nam,,,,,Hết hiệu lực một phần,,2026-08-18,Hết hiệu lực một phần
101886,Luật Dược số 105/2016/QH13,105/2016/QH13,06/04/2016,Luật,01/01/2017,,,,Y tế,Chưa phân loại,Quốc hội,,,,,Hết hiệu lực một phần,,2026-08-18,Hết hiệu lực một phần
146632,"Luật Sửa đổi, bổ sung một số điều của Luật Phòng, chống nhiễm vi rút gây ra hội chứng suy giảm miễn dịch mắc phải ở người (HIV/AIDS) số 71/2020/QH14",71/2020/QH14,16/11/2020,Luật,01/07/2021,,,,Y tế,HIV/AIDS,Quốc hội,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
57553,Chỉ thị số 30/2005/CT-UBND Về việc tăng cường thực hiện Bảo hiểm Y tế tự nguyện,30/2005/CT-UBND,16/08/2005,Chỉ thị,16/08/2005,,,,Y tế,Bảo hiểm y tế,UBND Tỉnh Nghệ An,Phó Chủ tịch,Nguyễn Văn Hành,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
168125,"Luật khám bệnh, chữa bệnh 2023 số 15/2023/QH15",15/2023/QH15,09/01/2023,Luật,19/02/2023,,,,Y tế,"Quản lý Khám, chữa bệnh",Quốc hội,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
175084,Luật Dược sửa đổi 2024 số 44/2024/QH15,44/2024/QH15,21/11/2024,Luật,01/07/2025,,,,Y tế,Chưa phân loại,Quốc hội,,,,,Hết hiệu lực một phần,,2026-08-18,Hết hiệu lực một phần
102153,"Nghị quyết số 48/2012/NQ-HĐND Về việc ban hành mức giá một số dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Thanh Hóa.",48/2012/NQ-HĐND,05/12/2012,Nghị quyết,15/12/2012,,,,,Chưa phân loại,HĐND Tỉnh Thanh Hóa,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
46963,"Thông tư số 19/2013/TT-BYT Hướng dẫn thực hiện quản lý chất lượng dịch vụ khám bệnh, chữa bệnh tại bệnh viện",19/2013/TT-BYT,12/07/2013,Thông tư,15/09/2013,,,,Y tế,Khám chữa bệnh,Bộ Y tế,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
53046,"Nghị quyết số 23/2012/NQ-HĐND8 Về quy định giá một số dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của nhà nước trên địa bàn tỉnh Bình Dương",23/2012/NQ-HĐND8,03/10/2012,Nghị quyết,13/10/2012,,,,,Chưa phân loại,HĐND tỉnh Bình Dương,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
179714,Nghị định số 207/2025/NĐ-CP quy định về sinh con bằng kỹ thuật hỗ trợ sinh sản và điều kiện mang thai hộ vì mục đích nhân đạo,207/2025/NĐ-CP,15/07/2025,Nghị định,01/10/2025,,,,Y tế,Chưa phân loại,Chính phủ,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
184035,Nghị định số 176/2025/NĐ-CP hướng dẫn Luật Bảo hiểm xã hội về trợ cấp hưu trí xã hội,176/2025/NĐ-CP,30/06/2025,Nghị định,01/07/2025,,,,Y tế,,Chính phủ,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
24054,Quyết định số 26/2008/QĐ-BYT Về việc ban hành quy trình kỹ thuật y học cổ truyền,26/2008/QĐ-BYT,22/07/2008,Quyết định,,,,,Y tế,Chưa phân loại,Bộ Y tế,,,,,Hết hiệu lực một phần,,2026-08-18,Hết hiệu lực một phần
46964,Thông tư số 21/2013/TT-BYT Quy định về tổ chức và hoạt động của Hội đồng Thuốc và điều trị trong bệnh viện,21/2013/TT-BYT,08/08/2013,Thông tư,22/09/2013,,,,Y tế,Khám chữa bệnh,Bộ Y tế,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
46966,Thông tư số 22/2013/TT-BYT Hướng dẫn việc đào tạo liên tục cho cán Bộ Y tế,22/2013/TT-BYT,09/08/2013,Thông tư,01/10/2013,,,,Y tế,Đào tạo và nghiên cứu y dược,Bộ Y tế,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
4422,Quyết định số 2909/1998/QĐ-UB Về việc quy định bổ sung giá thu đối với một số dịch vụ khám chữa bệnh,2909/1998/QĐ-UB,04/11/1998,Quyết định,01/02/1998,,,,,Chưa phân loại,UBND Tỉnh Lâm Đồng,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
53313,Quyết định số 757/2005/QĐ-UB V/v: ban hành Quy định tạm thời về quản lý và sử dụng quỹ khám chữa bệnh miễn phí trẻ em dưới 6 tuổi,757/2005/QĐ-UB,02/03/2005,Quyết định,17/03/2005,,,,Y tế,Khám chữa bệnh,UBND tỉnh Thừa Thiên Huế,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
27465,THÔNG TƯ LIÊN TỊCH SỐ 01/2012/TTLT-BYT-BTC HƯỚNG DẪN ĐẤU THẦU MUA THUỐC TRONG CÁC CƠ SỞ Y TẾ,01/2012/TTLT-BYT-BTC,19/01/2012,Thông tư liên tịch,01/06/2012,,,,Chưa phân loại,Quản lý ngân sách,"Bộ Tài chính, Bộ Y tế",,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
106640,"Nghị quyết số 50/2014/NQ-HĐND về điều chỉnh, bổ sung mức giá một số dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của nhà nước thuộc tỉnh Thái Nguyên",50/2014/NQ-HĐND,25/07/2014,Nghị quyết,04/08/2014,,,,Tài chính,Chưa phân loại,HĐND Tỉnh Thái Nguyên,,,,,Còn hiệu lực,,,
108315,"Quyết định số 101 tc/qđ/tccb V/v giao nhiệm vụ nộp 15% BHXH, 2% BHYT và 2% kinh phí công đoàn năm 1995 của các đơn vị HCSN, Ðảng, Ðoàn thể, Hội quần chúng",101 tc/qđ/tccb,10/02/1995,Quyết định,01/01/1995,,,,Lao động - Thương binh và Xã hội,Chưa phân loại,Bộ Tài chính,,,,,Còn hiệu lực,bhyt,2026-08-18,Còn hiệu lực
0682b030-84d3-11f1-8e08-0594f352574d,Nghị quyết số 60/2026/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế trên địa bàn tỉnh Quảng Ngãi,60/2026/NQ-HĐND,30/05/2026,Nghị quyết,01/07/2026,,,,Y tế,Bảo hiểm y tế,HĐND Tỉnh Quảng Ngãi,Chủ tịch,Nguyễn Đức Tuy,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
100267,"Quyết định số 25/2015/QĐ-UBND Ban hành Quy định đăng ký khám bệnh, chữa bệnh ban đầu và chuyển tuyến khám bệnh, chữa bệnh bảo hiểm y tế trên địa bàn tỉnh Ninh Thuận",25/2015/QĐ-UBND,12/05/2015,Quyết định,22/05/2015,,Bản chính,,Y tế,Bảo hiểm y tế,UBND tỉnh Ninh Thuận,Phó Chủ tịch,Lê Văn Bình,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
100276,"Quyết định số 31/2015/QĐ-UBND Về việc bổ sung Điều 6 Quyết định số 25/2015/QĐ-UBND ngày 12 tháng 5 năm 2015 của Ủy ban nhân dân tỉnh quy định đăng ký khám bệnh, chữa bệnh ban đầu và chuyển tuyến khám bệnh, chữa bệnh bảo hiểm y tế trên địa bàn tỉnh Ninh Thuận",31/2015/QĐ-UBND,15/06/2015,Quyết định,25/06/2015,,,,Y tế,"Lao động, tiền lương, tiền công",UBND tỉnh Ninh Thuận,Phó Chủ tịch,Lê Văn Bình,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
100729,"Quyết định số 2583/2014/QĐ-UBND Về việc ban hành Quy chế phối hợp công tác thực hiện pháp luật về bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp",2583/2014/QĐ-UBND,25/11/2014,Quyết định,05/12/2014,,,,Bảo Hiểm,Chưa phân loại,UBND Thành phố Hải Phòng,Chủ tịch,Dương Anh Điền,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
10102,Thông tư liên tịch số 15/TTLB Hướng dẫn thi hành Nghị định số 47-CP ngày 6/6/94 của Chính phủ sửa đổi một số điều của Điều lệ Bảo hiểm y tế,15/TTLB,10/08/1994,Thông tư liên tịch,01/01/1994,,Bản sao;,,,Chưa phân loại,"Bộ Y tế, Bộ Tài chính, Bộ Lao động - Thương binh và Xã hội",Thứ trưởng,"Lê Ngọc Trọng, Tào Hữu Phùng, Lê Duy Đồng",Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
102592,Quyết định số 45/2012/QĐ-UBND Ban hành Đề án Hỗ trợ kinh phí mua thẻ bảo hiểm y tế cho hộ gia đình cận nghèo trên địa bàn tỉnh Ninh Thuận giai đoạn 2012 - 2015,45/2012/QĐ-UBND,17/08/2012,Quyết định,27/08/2012,,,,,Chưa phân loại,UBND tỉnh Ninh Thuận,Phó Chủ tịch,Võ Đại,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
103390,"Chỉ thị số 66/UB-CT về việc tăng cuờng công tác bảo hộ lao động, ngăn chặn tai nạn lao động nặng, chết người, sự cố máy móc thiết bị, cháy, nổ, gây thiệt hại tính mạng của công dân và tài sản XHCN",66/UB-CT,29/10/1987,Chỉ thị,29/10/1987,,Danh mục hệ thống hóa văn bản,,Y tế,Bảo hiểm y tế,UBND tỉnh Bến Tre,Phó Chủ tịch,Lê Chí Nhân,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
104348,"Quyết định số 15/2016/QĐ-TTg về mức chi phí quản lý bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế giai đoạn 2016 - 2018",15/2016/QĐ-TTg,05/04/2016,Quyết định,25/05/2016,,,,Tài chính,Chưa phân loại,Thủ tướng Chính phủ,,,,,Hết hiệu lực một phần,bhyt,2026-08-18,Hết hiệu lực một phần
105057,Chỉ thị số 02/CT-UB về việc triển khai bảo hiểm y tế tự nguyện cho học sinh,02/CT-UB,28/02/1995,Chỉ thị,28/02/1995,,Từ Công báo tỉnh,,Y tế,Chưa phân loại,UBND tỉnh Bến Tre,Phó Chủ tịch,Huỳnh Văn Cam,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
105362,"Quyết định số 18B/2010/QĐ-UBND Quy định số lượng, mức hỗ trợ tiền lương và tiền đóng BHXH, BHYT cho giáo viên mầm non ngoài biên chế trong các trường mầm non công lập ở các xã, phường, thị trấn",18B/2010/QĐ-UBND,01/09/2010,Quyết định,01/09/2010,,,,,Chưa phân loại,UBND tỉnh Nam Định,,,,,Còn hiệu lực,bhyt,2026-08-18,Còn hiệu lực
106259,Quyết định số 08/2016/QĐ-UBND Về việc quy định mức hỗ trợ đóng bảo hiểm y tế cho hộ cận nghèo trên địa bàn tỉnh Ninh Thuận năm 2016,08/2016/QĐ-UBND,09/03/2016,Quyết định,19/03/2016,,Bản chính,18/03/2016,Lao động - Thương binh và Xã hội,Chưa phân loại,UBND tỉnh Ninh Thuận,Phó Chủ tịch,Lê Văn Bình,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
106352,"Chỉ thị số 13/CT-UBND Về việc đẩy mạnh công tác bảo hiểm y tế học sinh, sinh viên",13/CT-UBND,19/07/2010,Chỉ thị,29/07/2010,,,,,Chưa phân loại,UBND Tỉnh Thanh Hóa,Phó Chủ tịch,Vương Văn Việt,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
106897,"Chỉ thị số 11/CT.UBND V/v triển khai Thông tư liên tịch số 37/2015/TTLT-BYT-BTC ngày 29/10/2015 của Liên Bộ Y tế - Bộ Tài chính quy định thống nhất giá dịch vụ khám bệnh, chữa bệnh bảo hiểm y tế giữa các bệnh viện cùng hạng trên toàn quốc",11/CT.UBND,24/02/2016,Chỉ thị,24/02/2016,,Văn bản gốc,,Lao động - Thương binh và Xã hội,Chưa phân loại,UBND Tỉnh Thanh Hóa,Phó Chủ tịch,Phạm Đăng Quyền,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
107050,"Chỉ thị số 20/CT-UBND Về việc thực hiện chính sách BHXH, BHYT tại các đơn vị hành chính sự nghiệp",20/CT-UBND,23/09/2014,Chỉ thị,23/09/2014,,,,,Chưa phân loại,UBND Tỉnh Thanh Hóa,,,,,Còn hiệu lực,bhyt,2026-08-18,Còn hiệu lực
107416,"Thông tư liên tịch số 16/2006/TTLT-BYT-BTC Thông tư hướng dẫn sửa đổi, bổ sung một số điểm của Thông tư liên tịch số 21/2005/TTLT-BYT-BTC ngày 27/7/2005 của liên Bộ Y tế - Bộ Tài chính hướng dẫn thực hiện bảo hiểm y tế bắt buộc",16/2006/TTLT-BYT-BTC,06/12/2006,Thông tư liên tịch,15/01/2007,,,,,Quản lý dịch vụ tài chính và các quỹ tài chính,"Bộ Y tế, Bộ Tài chính",,"Nguyễn Thị Xuyên, Đỗ Hoàng Anh Tuấn",Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
108710,Thông tư liên tịch số 15/1998/TTLT-BYT-BTC-BLĐTBXH Thông tư hướng dẫn thực hiện bảo hiểm y tế bắt buộc theo quy định của Ðiều lệ bảo hiểm y tế ban hành theo Nghị định số 58/1998/NÐ-CP ngày 13/8/1998 của Chính phủ,15/1998/TTLT-BYT-BTC-BLĐTBXH,05/12/1998,Thông tư liên tịch,01/01/2009,,,,,Quản lý dịch vụ tài chính và các quỹ tài chính,"Bộ Lao động - Thương binh và Xã hội, Bộ Tài chính, Bộ Y tế",,"Lê Duy Ðồng, Nguyễn Thị Kim Ngân, Lê Ngọc Trọng",Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
109238,Thông tư liên tịch số 09/2002/TTLT-BTCCBCP-BLĐTBXH-BTC-BYT Thông tư hướng dẫn về việc chuyển Bảo hiểm y tế Việt Nam sang Bảo hiểm xã hội,09/2002/TTLT-BTCCBCP-BLĐTBXH-BTC-BYT,08/02/2002,Thông tư liên tịch,08/02/2002,,,,Chưa phân loại,Quản lý dịch vụ tài chính và các quỹ tài chính,"Bộ Tài chính, Bộ Lao động - Thương binh và Xã hội, Bộ Y tế, Ban Tổ chức - Cán bộ Chính phủ",,"Ðỗ Quang Trung, Nguyễn Sinh Hùng, Nguyễn Thị Hằng, Ðỗ Nguyên Phương",Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
109324,Thông tư liên tịch số 07/2002/TTLT-BTC-BYT Sửa đổi bổ sung một số điều của thông tư liên tịch số 151/1998 TTlT - BTC - BYT ngày 20/11/1998 của Liên bộ Tài chính và Bộ y tế hướng dẫn chế độ quản lý tài chính quỹ bảo hiểm y tế,07/2002/TTLT-BTC-BYT,21/01/2002,Thông tư liên tịch,01/01/2002,,,,Chưa phân loại,"Quản lý dịch vụ tài chính và các quỹ tài chính; TCNH và thị trường TC, trái phiếu, khác",Bộ Tài chính,,Nguyễn Thị Kim Ngân,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
109775,Thông tư liên tịch số 01-TT/LB Thông tư hướng dẫn chế độ thu chi quỹ bảo hiểm y tế,01-TT/LB,20/02/1993,Thông tư liên tịch,20/02/1993,,,,Chưa phân loại,Quản lý dịch vụ tài chính và các quỹ tài chính,Bộ Tài chính,,Tào Hữu Phùng,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
110272,Thông tư liên tịch số 77/2003/TTLT-BTC-BYT hướng dẫn thực hiện bảo hiểm y tế tự nguyện,77/2003/TTLT-BTC-BYT,07/08/2003,Thông tư liên tịch,,,,,Chưa phân loại,Tài chính khác,Bộ Tài chính,,Nguyễn Công Nghiệp,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
113135,"Thông tư liên tịch số 49/2016/TTLT-BQP-BYT-BTC Hướng dẫn thực hiện bảo hiểm y tế đối với công chức, viên chức, công nhân quốc phòng, lao động hợp đồng, học sinh, sinh viên đang công tác, làm việc, học tập trong Bộ Quốc phòng, người làm công tác khác trong tổ chức cơ yếu và thân nhân quân nhân tại ngũ, thân nhân cơ yếu",49/2016/TTLT-BQP-BYT-BTC,14/04/2016,Thông tư liên tịch,01/06/2016,,,,Quốc phòng,Bảo hiểm y tế,"Bộ Quốc phòng, Bộ Y tế, Bộ Tài chính",,,,,Còn hiệu lực,bhyt,2026-08-18,Còn hiệu lực
113306,"Quyết định số 02/2016/QĐ-UBND Về việc ban hành Quy chế phối hợp thực hiện liên thông các thủ tục hành chính về đăng ký khai sinh, đăng ký thường trú, cấp thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi trên địa bàn tỉnh Trà Vinh",02/2016/QĐ-UBND,15/01/2016,Quyết định,25/01/2016,,Công báo tỉnh,30/03/2016,,Chưa phân loại,UBND tỉnh Trà Vinh,Phó Chủ tịch,Kim Ngọc Thái,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
115366,"Nghị quyết số 22/2016/NQ-HĐND V/v quy định mức giá dịch vụ khám chữa bệnh, chữa bệnh đối với người không có thẻ bảo hiểm y tế tại cơ sở y tế công lập trên địa bàn tỉnh",22/2016/NQ-HĐND,21/07/2016,Nghị quyết,01/08/2016,,,,Y tế,"Bảo hiểm y tế, Lĩnh vực thực hiện chính sách bảo hiểm y tế",HĐND tỉnh Vĩnh Phúc,Chủ tịch,Trần Văn Vinh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
115650,"Thông tư số 18/2016/TT-BYT Quy định Danh mục kỹ thuật, danh mục vật tư y tế dùng trong phục hồi chức năng và việc chi trả chi phí phục hồi chức năng ban ngày thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế",18/2016/TT-BYT,30/06/2016,Thông tư,19/08/2016,,,,Y tế,Bảo hiểm y tế,Bộ Y tế,,,,,Còn hiệu lực,bhyt,2026-08-18,Còn hiệu lực
115653,"Thông tư số 35/2016/TT-BYT ban hành Danh mục và tỷ lệ, điều kiện thanh toán đối với dịch vụ kỹ thuật y tế thuộc phạm vi được hưởng của người tham gia bảo hiểm y tế.",35/2016/TT-BYT,28/09/2016,Thông tư,01/12/2016,,,,Y tế,Bảo hiểm y tế,Bộ Y tế,,,,,Hết hiệu lực một phần,bhyt,2026-08-18,Hết hiệu lực một phần
