id,title,so_ky_hieu,ngay_ban_hanh,loai_van_ban,ngay_co_hieu_luc,ngay_het_hieu_luc,nguon_thu_thap,ngay_dang_cong_bao,nganh,linh_vuc,co_quan_ban_hanh,chuc_danh,nguoi_ky,pham_vi,thong_tin_ap_dung,tinh_trang_hieu_luc,agent_category,status_checked_at,status_filter
174245,"Nghị quyết số 26/2024/NQ-HĐND Bãi bỏ Nghị quyết số 04/2024/NQ-HĐND ngày 19 tháng 4 năm 2024 của Hội đồng nhân dân tỉnh An Giang quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế mà không phải là đối tượng khám bệnh, chữa bệnh theo yêu cầu tạ",26/2024/NQ-HĐND,27/12/2024,Nghị quyết,27/12/2024,,,,,Chưa phân loại,HĐND Tỉnh An Giang,Chủ tịch,Lê Văn Nưng,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
174274,"Nghị quyết số 41/2024/NQ-HĐND Bãi bỏ Nghị quyết số 26/2024/NQ-HĐND ngày 31 tháng 5 năm 2024 của Hội đồng nhân dân tỉnh quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc danh mục do Quỹ bảo hiểm y tế thanh toán mà không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu đối với các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc tỉnh Thanh Hóa quản lý",41/2024/NQ-HĐND,14/12/2024,Nghị quyết,01/01/2025,,,,,Chưa phân loại,HĐND Tỉnh Thanh Hóa,Chủ tịch,Lại Thế Nguyên,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
174415,"Nghị quyết số 01/2025/NQ-HĐND Bãi bỏ Nghị quyết số 12/2024/NQ-HĐND ngày 17 tháng 6 năm 2024 của Hội đồng nhân dân tỉnh quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ Bảo hiểm y tế nhưng không phải là đối tượng khám bệnh, chữa bệnh theo yêu cầu tại các cơ sở khám bệnh, chữa bệnh công lập thuộc tỉnh Thừa Thiên Huế",01/2025/NQ-HĐND,07/01/2025,Nghị quyết,17/01/2025,,Công báo số 03 + 04 năm 2025,22/01/2025,Y tế,Chưa phân loại,HĐND Thành phố Huế,Chủ tịch,Lê Trường Lưu,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
174421,"Nghị quyết số 30/2024/NQ-HĐND Bãi bỏ Nghị quyết số 09/2019/NQ-HĐND ngày 06 tháng 12 năm 2019 của Hội đồng nhân dân tỉnh “về việc quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Bạc Liêu”",30/2024/NQ-HĐND,30/12/2024,Nghị quyết,01/01/2025,,Từ văn bản gốc,,Y tế,Chưa phân loại,HĐND tỉnh Bạc Liêu,Chủ tịch,Lữ Văn Hùng,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
174525,"Nghị quyết số 47/2024/NQ-HĐND Bãi bỏ Nghị quyết số 26/2024/NQ-HĐND ngày 23 tháng 7 năm 2024 của Hội đồng nhân dân tỉnh Quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế mà không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu trong các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc tỉnh Quảng Ngãi quản lý",47/2024/NQ-HĐND,27/12/2024,Nghị quyết,01/01/2025,,văn bản gốc,,,Chưa phân loại,HĐND Tỉnh Quảng Ngãi,Chủ tịch,Bùi Thị Quỳnh Vân,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
175354,"Nghị quyết số 10/2025/NQ-HĐND Bãi bỏ Nghị quyết số 32/2024/NQ-HĐND ngày 10 tháng 05 năm 2024 của Hội đồng nhân dân tỉnh Quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ Bảo hiểm y tế mà không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Quảng Trị",10/2025/NQ-HĐND,20/02/2025,Nghị quyết,03/03/2025,,Cổng Thông tin điện tử tỉnh Quảng Trị,,,Chưa phân loại,HĐND Tỉnh Quảng Trị,Chủ tịch,Nguyễn Đăng Quang,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
175644,"Nghị quyết số 01/2025/NQ-HĐND bãi bỏ Nghị quyết số 01/2024/NQ-HĐND ngày 31 tháng 01 năm 2024 của HĐND tỉnh Ninh Bình quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của quỹ Bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Ninh Bình",01/2025/NQ-HĐND,21/01/2025,Nghị quyết,21/01/2025,,,,,Chưa phân loại,HĐND Tỉnh Ninh Bình,Chủ tịch,Mai Văn Tuất,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
177421,"Nghị quyết số 05/2025/NQ-HĐND Bãi bỏ Nghị quyết số 54/2019/NQ-HĐND ngày 13/12/2019 của Hội đồng nhân dân tỉnh Bình Định quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc tỉnh Bình Định",05/2025/NQ-HĐND,28/04/2025,Nghị quyết,08/05/2025,,Văn phòng HĐND tỉnh,,,Chưa phân loại,HĐND tỉnh Bình Định,Chủ tịch,Hồ Quốc Dũng,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
48603,"Ban hành mức thu một phần viện phí áp dụng cho các cơ sở khám, chữa bệnh công lập trên địa bàn tỉnh Tuyên Quang",621/QĐ-UBND,30/12/2006,Quyết định,01/01/2007,,,,Y tế,,UBND tỉnh Tuyên Quang,,,,,Còn hiệu lực,vien_phi,,
179585,"Thông tư số 22/2021/TT-BYT của Bộ Y tế về quy định ngưng hiệu lực Thông tư 04/2021/TT-BYT ngày 29/4/2021 của Bộ trưởng Bộ Y tế hướng dẫn thanh toán chi phí khám bệnh, chữa bệnh bảo hiểm y tế theo định suất",22/2021/TT-BYT,01/12/2021,Thông tư,01/12/2021,,,,Y tế,Kế hoạch tài chính,Bộ Y tế,Thứ trưởng,Trần Văn Thuấn,Trung ương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184589,"Nghị quyết số 68/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho các đối tượng cao hơn mức hỗ trợ tối thiểu; đối tượng được hỗ trợ và mức hỗ trợ cùng chi trả chi phí khám bệnh, chữa bệnh bảo hiểm y tế cho người tham gia bảo hiểm y tế khi đi khám bệnh, chữa bệnh trên địa bàn tỉnh Lâm Đồng",68/2025/NQ-HĐND,10/12/2025,Nghị quyết,01/01/2026,,Văn bản gốc,,An ninh quốc gia,Bảo vệ bí mật nhà nước,HĐND Tỉnh Lâm Đồng,Chủ tịch,Lưu Văn Trung,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185924,"Nghị quyết số 50/2025/NQ-HĐND Sửa đổi, bổ sung một số điều của Nghị quyết số 28/2024/NQ-HĐND ngày 31 tháng 12 năm 2024 của Hội đồng nhân dân tỉnh quy định giá dịch vụ khám bệnh, chữa bệnh do quỹ bảo hiểm y tế thanh toán; giá dịch vụ khám bệnh, chữa bệnh do ngân sách nhà nước thanh toán; giá dịch vụ khám bệnh, chữa bệnh không thuộc danh mục do quỹ bảo hiểm y tế thanh toán mà không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu đối với các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc tỉnh Lạng Sơn quản lý",50/2025/NQ-HĐND,30/12/2025,Nghị quyết,01/01/2026,,,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Lạng Sơn,Chủ tịch,Đoàn Thị Hậu,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
186215,"Nghị quyết số 36/2025/NQ-HĐND Bãi bỏ Nghị quyết số 29/2024/NQ-HĐND ngày 30 tháng 12 năm 2024 của Hội đồng nhân dân tỉnh Bạc Liêu quy định giá dịch vụ khám bệnh, chữa bệnh do quỹ bảo hiểm y tế thanh toán; giá dịch vụ khám bệnh, chữa bệnh do Ngân sách nhà nước thanh toán; giá dịch vụ khám bệnh, chữa bệnh không thuộc danh mục do quỹ bảo hiểm y tế thanh toán mà không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu đối với các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Bạc Liêu",36/2025/NQ-HĐND,30/12/2025,Nghị quyết,01/02/2026,,PDF,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Cà Mau,Chủ tịch,Phạm Văn Thiều,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
137213,Nghị định số 118/2018/NĐ-CP quy định về công tác kết hợp quân dân y,118/2018/NĐ-CP,12/09/2018,Nghị định,30/10/2018,,,,Y tế,Chưa phân loại,Chính phủ,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
27f12c90-58e8-11f1-a671-8bd8cc508176,"Thông tư 12/2026/TT-BTC Quy định trình tự, thủ tục giám định chi phí khám bệnh, chữa bệnh bảo hiểm y tế, biểu mẫu tổng hợp thanh toán, quyết toán và biện pháp thi hành Nghị định số 188/2025/NĐ-CP ngày 01 tháng 7 năm 2025 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm y tế",12/2026/TT-BTC,10/02/2026,Thông tư,10/02/2026,,,,Tài chính,Bảo hiểm y tế,Bộ Tài chính,Thứ trưởng,Lê Tấn Cận,Trung ương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
75997,"Nghị quyết số 25/2013/NQ-HĐND Về bãi bỏ bảng giá thu một phần viện phí tại trạm Y tế xã áp dụng cho người bệnh ngoại trú, nội trú có thẻ bảo hiểm y tế ban hành kèm theo Nghị quyết số 13/2008/NQ-HĐND ngày 16/12/2008 của Hội đồng nhân dân tỉnh Kon Tum khóa IX, kỳ họp thứ 11",25/2013/NQ-HĐND,11/12/2013,Nghị quyết,21/12/2013,,,,Tài chính,Chưa phân loại,HĐND tỉnh Kon Tum,Chủ tịch,Hà Ban,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
31268,"Nghị quyết số 76/2012/NQ-HĐND Về việc quy định mức giá dịch vụ khám bệnh, chữa bệnh đối với cơ sở y tế công lập trên địa bàn tỉnh Vĩnh Phúc",76/2012/NQ-HĐND,21/12/2012,Nghị quyết,01/01/2013,,,,,Chưa phân loại,HĐND tỉnh Vĩnh Phúc,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
107407,"Thông tư liên tịch số 13/2006/TTLT-BYT-BTC-BLĐTB&XH Sửa đổi, bổ sung một số điểm Thông tư liên bộ số 14/TTLB ngày 30/9/1995 của liên Bộ Y tế - Tài chính - Lao động Thương bình và Xã hội - Ban Vật giá Chính phủ hướng dẫn thực hiện việc thu một phần viện phí",13/2006/TTLT-BYT-BTC-BLĐTB&XH,14/11/2006,Thông tư liên tịch,16/12/2006,,,,Chưa phân loại,"Quản lý thuế, phí và lệ phí","Bộ Tài chính, Bộ Y tế, Bộ Lao động - Thương binh và Xã hội",,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
102354,Quyết định số 11/2012/QĐ-UBND Về việc điều chỉnh giá thu một phần viện phí trên địa bàn tỉnh Ninh Thuận,11/2012/QĐ-UBND,06/03/2012,Quyết định,16/03/2012,,,,,Chưa phân loại,UBND tỉnh Ninh Thuận,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
108357,Thông tư liên tịch số 05/1999/TTLT-BLĐTBXH-BYT-BTC Thông tư hướng dẫn việc thực hiện khám chữa bệnh được miễn nộp một phần viện phí đối với người thuộc diện quá nghèo quy định tại Nghị định 95/CP ngày 27/8/1994 của Chính phủ,05/1999/TTLT-BLĐTBXH-BYT-BTC,28/01/1999,Thông tư liên tịch,31/01/1999,,,,,Chưa phân loại,"Bộ Lao động - Thương binh và Xã hội, Bộ Tài chính, Bộ Y tế",,"Lê Ngọc Trọng, Nguyễn Thị Kim Ngân, Nguyễn Ðình Liêu",Trung ương,,Còn hiệu lực,vien_phi,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
112194,"Quyết định số 26/2015/QĐ-UBND Về việc quy định mức giá thu dịch vụ điều trị nghiện các chất dạng thuốc phiện bằng thuốc thay thế Methadone tại các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Quảng Trị",26/2015/QĐ-UBND,24/11/2015,Quyết định,04/12/2015,,,,Tài chính,Lĩnh vực giá,UBND Tỉnh Quảng Trị,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
113557,"Nghị quyết số 86/2014/NQ-HĐND Về việc quy định bổ sung giá dịch vụ khám, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của nhà nước trên địa bàn tỉnh",86/2014/NQ-HĐND,16/07/2014,Nghị quyết,16/07/2014,,,,Tài chính,Lĩnh vực giá,HĐND Tỉnh Hà Tĩnh,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
115649,"Nghị quyết số 37/2012/NQ-HĐND Về việc quy định bổ sung, điều chỉnh giá dịch vụ khám, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của nhà nước và một số loại phí áp dụng trên địa bàn tỉnh",37/2012/NQ-HĐND,19/07/2012,Nghị quyết,19/07/2012,,,,Tài chính,"Quản lý thuế, phí, lệ phí và thu khác của ngân sách nhà nước",HĐND Tỉnh Hà Tĩnh,,,,,Hết hiệu lực một phần,vien_phi,2026-08-18,Hết hiệu lực một phần
119060,Quyết định số 2340/2007/QĐ-UBND Về việc Ban hành mức giá thu một phần viện phí và các dịch vụ y tế áp dụng tại các cơ sở khám chữa bệnh trong hệ thống y tế nhà nước thuộc tỉnh Thái Nguyên quản lý,2340/2007/QĐ-UBND,25/10/2007,Quyết định,04/11/2007,,Công báo,15/11/2007,Tài chính,"Quản lý thuế, phí, lệ phí và thu khác của ngân sách nhà nước",UBND Tỉnh Thái Nguyên,Phó Chủ tịch,Trịnh Thị Cúc,Địa phương,,Còn hiệu lực,vien_phi,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
124291,"Quyết định số 30/2017/QĐ-UBND Bãi bỏ Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 ban hành Bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp, Quyết định số 36/2013/QĐ-UBND ngày 15 tháng 11 năm 2013 sửa đổi, bổ sung bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp ban hành kèm theo Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 của Uỷ ban nhân dân tỉnh Đồng Tháp và Quyết định số 12/2014/QĐ-UBND ngày 22 tháng 7 năm 2014 sửa đổi, bổ sung Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 của Ủy ban nhân dân tỉnh Đồng Tháp ban hành Bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp",30/2017/QĐ-UBND,01/08/2017,Quyết định,21/08/2017,,,,Y tế,Chưa phân loại,UBND Tỉnh Đồng Tháp,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
127732,"Quyết định số 04/2018/QĐ-UBND Bãi bỏ Quyết định số 125/2014/QĐ-UBND ngày 31/12/2014 của UBND tỉnh về việc ban hành đơn giá dịch vụ khám bệnh, chữa bệnh tại các cơ sở khám bệnh, chữa bệnh của nhà nước trên địa bàn tỉnh Nghệ An",04/2018/QĐ-UBND,11/01/2018,Quyết định,21/01/2018,,,,,Chưa phân loại,UBND Tỉnh Nghệ An,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
134958,"Quyết định số 10/2019/QĐ-UBND Bãi bỏ Quyết định số 25/2015/QĐ-UBND ngày 04 tháng 9 năm 2015 của Ủy ban nhân dân tỉnh Cà Mau về việc quy định mức chi phí phụ cấp đặc thù vào giá dịch vụ y tế thực hiện cho các cơ sở khám, chữa bệnh nhà nước trên địa bàn tỉnh Cà Mau",10/2019/QĐ-UBND,08/04/2019,Quyết định,20/04/2019,,,,Y tế,Chưa phân loại,UBND Tỉnh Cà Mau,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
140464,"Quyết định số 02/2020/QĐ-UBND V/v bãi bỏ Quyết định số 09/2015/QĐ-UBND ngày 22 tháng 7 năm 2015 của Ủy ban nhân dân tỉnh Phú Thọ về việc quy định mức chi phí chi trả phụ cấp thường trực, chi phí chi trả phụ cấp phẫu thuật, thủ thuật tính vào giá dịch vụ y tế tại các cơ sở khám bệnh, chữa bệnh của nhà nước thuộc tỉnh Phú Thọ quản lý",02/2020/QĐ-UBND,17/01/2020,Quyết định,28/01/2020,,,,Tài chính,Chưa phân loại,UBND Tỉnh Phú Thọ,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
141006,"Quyết định số 54/2019/QĐ-UBND Về việc bãi bỏ Quyết định số 49/2015/QĐ-UBND ngày 31 tháng 12 năm 2015 của Ủy ban nhân dân tỉnh quy định tạm thời mức giá dịch vụ khám bệnh, chữa bệnh đối với cơ sở y tế công lập trên địa bàn tỉnh Vĩnh Phúc",54/2019/QĐ-UBND,19/11/2019,Quyết định,02/12/2019,,,,,Chưa phân loại,UBND Tỉnh Vĩnh Phúc,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
14800,"Thông tư liên tịch số 13/2006/TTLT/BYT-BTC-BLĐTB Sửa đổi, bổ sung một số điểm Thông tư liên bộ số 14/TTLB ngày 30/9/1995 của liên Bộ Y tế - Tài chính - Lao động Thương binh và Xã hội - Ban Vật giá Chính phủ hướng dẫn thực hiện việc thu một phần viện phí",13/2006/TTLT/BYT-BTC-BLĐTB,14/11/2006,Thông tư liên tịch,16/12/2006,,,,"Lao động - Thương binh và Xã hội, Y tế, Tài chính",Chưa phân loại,"Bộ Y tế, Bộ Tài chính, Bộ Lao động - Thương binh và Xã hội",,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
153632,Thông tư số 02/2022/TT-BYT quy định giá dịch vụ xét nghiệm SARS-CoV-2,02/2022/TT-BYT,18/02/2022,Thông tư,21/02/2022,,,,Y tế,Quản lý chung,Bộ Y tế,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
166287,"NGHỊ QUYẾT SỐ 154/2014/NQ-HĐND BÃI BỎ NGHỊ QUYẾT SỐ 275/2009/NQ-HĐND NGÀY 23/7/2009 CỦA HỘI ĐỒNG NHÂN DÂN TỈNH VỀ VIỆC QUY ĐỊNH ĐƠN GIÁ DỊCH VỤ KỸ THUẬT Y TẾ THỰC HIỆN TẠI TRẠM Y TẾ CÁC XÃ (PHƯỜNG, THỊ TRẤN) TRÊN ĐỊA BÀN TỈNH NGHỆ AN VÀ NGHỊ QUYẾT SỐ 56/2012/NQ-HĐND NGÀY 13/7/2012 CỦA HỘI ĐỒNG NHÂN DÂN TỈNH VỀ VIỆC QUY ĐỊNH ĐƠN GIÁ DỊCH VỤ KHÁM BỆNH, CHỮA BỆNH TẠI CÁC CƠ SỞ KHÁM BỆNH, CHỮA BỆNH CỦA NHÀ NƯỚC TRÊN ĐỊA BÀN TỈNH NGHỆ AN",154/2014/NQ-HĐND,12/12/2014,Nghị quyết,,,,,,Chưa phân loại,HĐND Tỉnh Nghệ An,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
169449,"Nghị quyết số 11/2024/NQ-HĐND Bãi bỏ Nghị quyết số 06/2019/NQ-HĐND ngày 10 tháng 7 năm 2019 của HĐND tỉnh Quy định giá dịch vụ khám bệnh, chữa bệnh theo yêu cầu áp dụng tại Bệnh viện đa khoa tỉnh Ninh Thuận",11/2024/NQ-HĐND,11/07/2024,Nghị quyết,21/07/2024,,,,,Chưa phân loại,HĐND tỉnh Ninh Thuận,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
170583,"Thông tư 21/2024/TT-BYT quy định phương pháp định giá dịch vụ khám bệnh, chữa bệnh do Bộ trưởng Bộ Y tế ban hành",21/2024/TT-BYT,17/10/2024,Thông tư,17/10/2024,,,,Y tế,"Lao động, tiền lương, tiền công",Bộ Y tế,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
38399,"Quyết định số 32a/QĐ-UBND V/v Ban hành giá một phần viện phí và sửa đổi dịch vụ kỹ thuật tại các cơ sở khám, chữa bệnh tuyến tỉnh, huyện, thị xã",32a/QĐ-UBND,04/01/2008,Quyết định,01/01/2008,,,,Y tế,Chưa phân loại,UBND tỉnh Hà Nam,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
39525,"Quyết định số 22/2008/QĐ-UBND Về việc quy định bổ sung, sửa đổi một số loại phí, học phí; giá thu một phần viện phí phòng khám đa khoa khu vực, trạm y tế xã, phường, thị trấn và chính sách huy động, sử dụng các khoản đóng góp của nhân dân trên địa bàn tỉnh",22/2008/QĐ-UBND,04/08/2008,Quyết định,14/08/2008,,,,Tài chính,"Quản lý thuế, phí, lệ phí và thu khác của ngân sách nhà nước",UBND Tỉnh Hà Tĩnh,,,,,Hết hiệu lực một phần,vien_phi,2026-08-18,Hết hiệu lực một phần
4503,Quyết định số 618/QĐ-UBTC Về việc thu một phần viện phí tại các Bệnh viện tỉnh Lâm Đồng,618/QĐ-UBTC,04/06/1996,Quyết định,01/06/1996,,,,,Chưa phân loại,UBND Tỉnh Lâm Đồng,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
45773,"Quyết định số 1169/QĐ-UBND Về giá thu một phần viện phí, lệ phí tại các cơ sở y tế",1169/QĐ-UBND,29/04/2002,Quyết định,29/04/2002,,,,"Y tế, Tài chính","Quản lý thuế, phí, lệ phí và thu khác của ngân sách nhà nước, Khám chữa bệnh",UBND tỉnh Thừa Thiên Huế,Phó Chủ tịch,Đang cập nhật,Địa phương,,Còn hiệu lực,vien_phi,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
47220,"Quyết định số 32/QĐ-UBND V/v Ban hành giá một phần viện phí và sửa đổi dịch vụ kỹ thuật tại các cơ sở khám, chữa bệnh tuyến tỉnh, huyện, thị xã",32/QĐ-UBND,04/01/2008,Quyết định,01/01/2008,,,,"Lao động - Thương binh và Xã hội, Y tế, Tài chính",Lĩnh vực giá,UBND tỉnh Hà Nam,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
4934,"Quyết định số 2485/QĐ.UB-VX Về việc dừng thu viện phí đối với trẻ em dưới 6 tuổi của tỉnh, khi các cháu khám chữa bệnh vượt tuyến trái phép",2485/QĐ.UB-VX,31/08/2000,Quyết định,16/09/2000,,STP tỉnh Nghệ An;,,Y tế,Khám chữa bệnh,UBND Tỉnh Nghệ An,Phó Chủ tịch,Hoàng Ky,Địa phương,,Còn hiệu lực,vien_phi,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
49833,"Quyết định số 25/2014/QĐ-UBND Về việc quy định tạm thời giá dịch vụ chụp CT-Scanner 64 dãy trong các cơ sở khám, chữa bệnh công lập thuộc phạm vi quản lý của tỉnh Nam Định",25/2014/QĐ-UBND,13/10/2014,Quyết định,23/10/2014,,,,Y tế,Chưa phân loại,UBND tỉnh Nam Định,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
49919,"Quyết định số 72/2012/QĐ-UBND Về việc quy định đơn giá dịch vụ khám bệnh, chữa bệnh tại các cơ sở khám bệnh, chữa bệnh của nhà nước trên địa bàn tỉnh Nghệ An",72/2012/QĐ-UBND,03/10/2012,Quyết định,13/10/2012,,"Công báo số 41 + 42, năm 2012",08/10/2012,Y tế,Khám chữa bệnh,UBND Tỉnh Nghệ An,Chủ tịch,Hồ Đức Phớc,Địa phương,,Còn hiệu lực,vien_phi,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
51329,Quyết định số 19/2008/QĐ-UBND Ban hành Bảng giá thu một phần viện phí trên địa bàn tỉnh Bến Tre,19/2008/QĐ-UBND,19/08/2008,Quyết định,29/08/2008,,,,Tài chính,Chưa phân loại,UBND tỉnh Bến Tre,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
5385,Quyết định số 877/QĐ-UB Về việc ban hành biểu giá thu một phần viện phí,877/QĐ-UB,27/05/1995,Quyết định,27/05/1995,,,,,Chưa phân loại,UBND tỉnh Vĩnh Phú,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
54657,"Quyết định số 03/2014/QĐ-UBND Ban hành Bảng giá dịch vụ kỹ thuật khám bệnh, chữa bệnh tuyến Trung ương thực hiện tại Bệnh viện đa khoa tỉnh, bệnh viện hạng II và tuyến xã trên địa bàn tỉnh Ninh Thuận",03/2014/QĐ-UBND,09/01/2014,Quyết định,19/01/2014,,,,Y tế,Khám chữa bệnh,UBND tỉnh Ninh Thuận,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
54681,"Nghị quyết số 16/2013/NQ-HĐND Về việc thông qua Quy định bảng giá dịch vụ kỹ thuật trong khám bệnh, chữa bệnh tuyến Trung ương thực hiện tại Bệnh viện Đa khoa tỉnh, Bệnh viện hạng II và tuyến xã trên địa bàn tỉnh Ninh Thuận",16/2013/NQ-HĐND,18/12/2013,Nghị quyết,23/12/2013,,,,Y tế,Khám chữa bệnh,HĐND tỉnh Ninh Thuận,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
60155,"Quyết định số 355/QĐ-BYT Phê duyệt danh mục định mức tạm thời thuốc, hóa chất và vật tư tiêu hao để làm cơ sở xây dựng giá dịch vụ Y tế",355/QĐ-BYT,09/02/2012,Quyết định,09/02/2012,,,,Y tế,Chưa phân loại,Bộ Y tế,,,,,Còn hiệu lực,vien_phi,2026-08-18,Còn hiệu lực
